ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16_20_COMP_Total,E_16_20_COMP_Dem,E_16_20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16_22_COMP_Total,E_16_22_COMP_Dem,E_16_22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
55,55,133589,107702,15471,6208,4063,1128,194,161351,120627,23305,10803,6444,1962,219,175430,125380,27319,11276,8468,3639,358,168777,125176,25955,12146,6544,1731,166,181290,129512,30965,13684,8429,2207,295,102750,85281,10447,4060,2680,814,108,120735,95026,15051,6293,3178,1067,63,136606,101215,19105,7768,5916,2658,230,136606,101215,19105,5829,4833,255,56,652,4661,125171,98107,16227,6447,3330,958,62,135024,102860,19455,7082,4433,926,42,65878,29247,35924,65754,28345,37409,81899,29031,49307,80244,28148,47692,72939,29622,43317,73099,28688,43337,72765,24921,46519,80802,30080,48881,104732,40096,63247,84148,29713,53438,82025,27494,53508,82190,26671,55043,81432,25256,56176,80664,26320,54344,81516,25894,55470
56,56,159475,134522,15443,5579,3405,1638,255,166843,133512,22752,7882,3318,1220,274,176367,130774,26200,11666,4515,4167,373,169432,131473,24598,10154,3401,1569,331,169887,127458,26705,12031,3241,1798,305,128074,111520,10227,3282,2360,1226,173,129705,109606,13521,4074,1451,711,123,144047,111881,18415,7355,3402,3191,260,144047,111881,18415,5209,2549,424,85,495,4989,131728,109320,14676,4915,1546,892,183,132630,107857,15945,5997,1704,812,94,72670,37996,33640,69032,35998,33034,73068,27657,41846,71235,28373,37823,59957,26743,33214,60041,25391,33220,59988,22736,35838,68032,27352,38806,85620,33409,50999,65743,24508,40390,59157,20608,37604,59315,19926,38904,58698,18766,39932,58147,20005,38142,58866,18916,39849
57,57,168979,146048,10891,6517,5034,1083,221,178595,149214,13853,8277,7198,927,209,177343,144414,15397,7488,6518,2941,312,178677,147957,14217,8852,6713,1098,219,178881,146080,15814,9515,6243,1421,273,137928,122103,7510,4268,3525,806,150,141005,122496,8441,5134,4049,621,49,148415,124349,11062,5270,4776,2325,232,148415,124349,11062,3881,3746,272,66,505,4534,142552,123462,9086,5490,3631,658,65,144207,123338,10473,6106,3529,607,35,96477,45612,49841,94772,42725,52047,103288,41702,56712,100700,39423,56156,91116,41614,49502,91316,40111,49934,90224,34830,53812,98527,41299,55035,115634,50079,64150,96623,39502,55978,90526,35705,53660,90767,34791,55515,89671,33213,56458,89065,34430,54635,89826,38250,49907
58,58,165748,126027,19687,15391,4306,1490,355,176572,128041,25009,18244,5522,2110,592,175888,123067,26094,17434,6409,3718,456,176356,127177,23963,19902,6015,1875,414,175251,124699,24379,19825,6199,2335,587,137242,109854,13478,10245,3214,1118,241,136242,109059,12211,10976,2826,1054,163,149163,110042,18867,12490,5068,2897,291,149163,110042,18867,10417,4003,288,136,643,4767,136468,108321,12328,11515,3342,1038,67,136284,106515,13297,12214,3443,926,69,82630,42500,38989,80920,40478,40442,89088,39442,45321,86823,37502,44677,77063,37778,39285,77203,36530,39508,76441,31947,42885,84237,38319,43947,99978,46635,52008,82059,36075,44959,76032,31641,43192,76266,31138,44658,75317,29828,45489,74744,30843,43901,75593,33543,40694
59,59,174106,141767,14046,11567,5888,1470,443,182181,142460,18210,14341,6523,1687,424,178235,132377,20058,14432,7528,3627,392,184478,142417,18677,15918,6677,1658,474,180903,135502,19907,16262,7245,1859,567,144120,121653,9533,7757,4371,1089,284,144124,120385,10190,8618,3708,972,141,150127,116416,14447,10012,5751,2888,285,150127,116416,14447,8190,4788,354,140,639,5153,146131,120782,10358,9511,4052,1004,223,145415,117192,12158,10062,4401,1353,110,82848,42022,39768,79276,39538,39738,87871,36960,46565,85458,35775,44512,74243,35678,38565,74329,33809,39077,73768,28937,43025,81971,35707,44152,97711,43121,53333,79426,33484,44933,72844,29178,42435,73089,28828,43744,72206,27225,44981,71456,28614,42842,72368,31381,39484
60,60,164161,128020,13437,12737,9540,1522,310,178724,131843,17185,18170,11885,1287,430,175492,123998,19404,15881,12695,3427,329,182082,131666,19816,18306,12765,1543,416,178744,127338,20133,18160,12506,1949,557,135362,109251,9756,8589,7117,1169,223,140423,111273,11365,10034,6529,736,78,149167,109586,14959,11411,10000,2784,230,149167,109586,14959,9360,8593,368,70,747,5484,144482,112480,12523,10409,7506,919,79,144745,110721,13186,11401,7856,934,104,76608,42227,33329,75704,42266,33438,85653,44020,36452,83517,41309,37329,75248,43540,31708,75332,42387,31667,74503,36840,35958,82088,43749,36047,99233,54415,43254,79162,42246,35787,72364,37870,33270,72584,37545,34537,71667,36002,35665,71006,36727,34279,71738,39509,31890
61,61,170344,142403,12031,8124,6979,1396,344,173462,138006,15576,10675,8746,1400,209,175321,135474,16595,10423,9123,3331,404,174355,139296,15399,10036,8541,1439,385,173047,135378,15951,10258,9543,1607,396,143695,123893,8690,5155,5139,1078,220,142212,119801,10204,6213,4740,1069,64,151627,121527,12565,7132,7031,2660,295,151627,121527,12565,5618,6007,295,145,636,4834,144115,120965,10925,6219,4885,976,45,143069,119151,11051,6113,5540,990,36,90028,45436,43440,87237,44147,43090,96304,42936,48740,94220,41665,47637,85431,43558,41872,85547,41322,42858,84703,35820,47016,92175,42669,47399,108396,50701,56317,89801,40867,47945,83614,36760,45599,83835,36474,46861,82879,34710,48169,82128,35837,46291,83100,38899,42659
62,62,144078,49811,23195,69224,3356,1397,345,166476,56162,35977,71813,4722,1445,348,176028,56923,39302,74421,6543,3064,423,167759,57885,35087,72339,4949,1494,81,167352,57580,35307,71194,5292,1923,57,107288,41755,15767,47990,2426,979,237,118554,47466,19487,48213,2207,855,100,136589,48916,28312,54456,4939,2313,293,136589,48916,28312,49888,3832,267,84,808,4482,119990,48317,19714,48778,2377,745,19,120476,48248,20670,48135,2288,878,0,56913,44655,11695,56712,45341,11371,64600,46621,15357,63374,43877,16777,56541,43027,13513,56795,43483,12672,56248,40511,14779,62644,45806,15760,80187,57351,21614,58209,41110,16409,49720,33797,15185,49823,33278,16069,49348,32581,16767,48896,33098,15798,49257,34304,14843
63,63,157516,43058,31571,83081,3262,1677,500,177838,43049,48697,89238,4513,1705,267,175559,43928,44415,84592,5435,3213,481,180367,44314,49248,89839,4886,1498,281,176115,42595,48857,86720,4882,2173,212,115562,37266,21902,55722,2446,1223,363,119806,36481,26348,54359,1758,949,82,133480,38485,32121,59670,4303,2436,335,133480,38485,32121,54194,3217,334,99,821,4209,121988,37622,26784,54993,1913,749,147,119040,36541,25967,53679,2036,827,149,60759,48159,11938,61734,50358,11376,62278,47751,11881,60966,44312,13964,51879,41126,10753,52362,41850,9969,51924,39260,11849,57657,44422,12288,68854,52320,15467,49801,37211,11973,39202,27905,10656,39256,27361,11299,38927,26892,12035,38546,27502,11044,38537,28232,10305
64,64,164004,53497,85739,22666,6342,1574,327,180223,50142,100990,28374,6215,2004,507,175706,45840,102095,21882,8617,2847,347,182717,49627,106401,27131,6452,1460,313,178104,47774,104923,23560,6552,1735,373,127500,45295,64095,15997,4824,1135,241,114001,42773,52615,14658,3090,646,115,142335,39791,80651,16693,6781,2217,232,142335,39791,80651,11512,5820,180,37,880,3464,118214,42031,59140,13343,3038,480,100,117650,41387,59378,12589,3480,537,105,57017,35354,21041,59408,38851,20557,65589,41028,21442,63959,36683,24281,52069,32724,19345,52238,32935,18492,51806,30194,20622,59489,35821,22409,72755,41549,30196,53247,29842,22656,43432,21587,21039,43519,21203,21801,43052,21079,21973,42663,21464,21199,42858,23703,19155
65,65,148982,105300,24402,12091,7700,1241,357,173799,118713,31463,13484,11350,1323,566,176912,114654,33300,14229,12857,2803,462,178257,121002,32838,13563,12617,1220,534,178931,118882,34252,13863,12464,1426,978,119845,87068,18317,8740,5740,929,257,128834,94183,19496,8778,5431,657,35,144407,96374,25693,10684,9689,2260,329,144407,96374,25693,7939,7802,255,112,784,5448,132643,96587,20714,8374,5909,696,40,134248,96822,22008,8509,5589,846,175,75773,37282,37757,78818,37008,41810,87710,42324,40493,85888,37236,45337,77561,40005,37556,77736,39779,37178,77008,33959,41871,84694,41060,41877,103525,53121,48817,81639,39024,41534,74263,33848,39522,74451,32983,41016,73610,31726,41884,72846,32001,40845,73527,36602,36925
66,66,159808,108391,31325,12745,7947,1275,320,174173,107571,42765,14806,10164,1275,251,175639,100537,45356,15538,13052,2936,389,176978,105706,45164,16326,11945,1331,368,182131,103783,50524,17951,12394,1493,396,123152,86429,22481,8716,5594,916,218,128611,85749,27745,8632,5439,508,80,138501,82994,33590,11372,9202,2247,280,138501,82994,33590,8637,7912,150,59,718,4441,129014,84244,29159,8560,5839,664,85,131928,83273,32319,9171,6034,582,4,81706,36326,44682,83738,36565,47173,92147,39928,47824,90359,36304,50340,80652,37731,42921,80842,37235,42664,80203,32451,46541,88175,38792,47518,105292,49145,54784,84684,36620,46962,77017,31771,44232,77194,31160,45498,76518,30000,46518,75716,30743,44973,75873,32030,43843
67,67,147063,80163,28060,27760,12198,1562,336,173680,84041,35931,35386,19552,2218,364,177964,76310,40885,38535,22129,3302,517,176608,82882,38501,37306,20129,2206,276,177449,77775,42750,37616,21412,2344,357,113967,65755,19904,19801,8938,1104,249,119905,66815,21744,22368,7853,797,30,139746,64514,29845,28035,16577,2489,359,139746,64514,29845,23757,14975,331,103,1234,4987,122910,66734,23873,22891,8288,756,24,125781,64438,26503,23605,9937,614,119,55862,32247,23106,58442,34213,24229,65853,37254,25241,64428,33901,27545,56520,34551,21969,56739,34738,21348,56160,31669,23545,62521,36196,24886,75996,45026,29779,56963,31945,24101,48062,25403,21838,48156,24892,22709,47777,24627,23150,47363,24984,22379,47324,25077,22247
68,68,164170,103930,39051,16831,4836,1628,261,174347,102207,46785,18883,5879,1572,517,175705,96260,51073,19996,6691,4634,319,177818,102145,47797,21910,5742,1782,453,176723,97199,51617,21794,6071,2599,386,120754,81600,24647,11283,3303,1139,175,122920,83249,23017,12291,2975,1047,177,133952,78663,34487,14112,4851,3584,227,133952,78663,34487,11821,3929,316,49,487,4200,126720,83912,24324,13908,3173,1103,129,126465,80798,26680,14193,3409,830,120,67613,27130,39818,67848,26848,41000,76277,27358,45460,74929,25800,45327,65263,25617,39646,65377,25058,39385,65010,21710,42185,72114,26402,44122,86898,32978,52683,68057,23631,43601,60362,19197,40415,60472,18868,41192,60139,17801,42338,59525,19059,40466,59561,18967,40578
69,69,141868,89387,26716,20985,5851,1428,338,172393,95390,40138,30339,8298,1787,362,175349,91968,41632,30892,10429,3858,454,174870,94573,42297,31330,8193,1687,328,177560,93321,43844,32396,8183,2112,335,103178,68463,17501,13604,3931,965,203,119237,72546,23472,18024,3602,995,47,131279,72739,29099,21183,7253,2789,332,131279,72739,29099,17296,5859,345,97,797,5047,122117,73027,24992,19248,3548,920,45,122698,73456,25641,19158,3310,896,25,61477,28353,32562,65820,30521,35299,75901,33577,38448,74462,30737,40350,65537,31738,33799,65649,31839,33059,65167,28248,35751,72927,33339,37899,91123,43901,45885,69994,31118,37878,62745,26558,35375,62854,25871,36479,62362,25097,37265,61781,25923,35858,62130,25819,36235
70,70,106625,73720,22365,8158,2462,769,184,146096,94179,33053,15127,3932,662,381,175478,102160,39683,26889,5850,3560,348,154626,97602,33253,19442,4409,838,494,176107,104718,36580,27754,6074,1410,473,84895,64024,13896,5147,1713,536,123,109191,80223,16476,9459,2296,472,40,138876,88555,26715,18031,4228,2647,249,138876,88555,26715,15472,3334,278,97,669,3756,116177,83227,17759,11689,2485,517,55,130950,89574,19818,16820,3475,647,110,48556,20436,27566,52010,21917,30093,69805,27670,39396,68550,26174,39097,66585,28785,37801,66720,28504,37270,66307,25200,39923,72549,30046,41106,98428,44095,53166,78143,31641,45723,78434,30804,46729,78547,29885,48174,77899,28656,49243,77181,29892,47289,77731,30067,47599
71,71,161274,110015,28006,20714,2252,1340,286,178276,115068,34383,25593,3044,1198,126,175460,109450,37498,22518,3369,3242,312,183178,118356,36188,25340,3183,1289,203,179317,111530,38712,24623,3546,1628,156,127884,95020,17215,13596,1682,951,184,131451,98829,13522,16543,1564,792,2,142952,97383,24884,15586,2637,2503,227,142952,97383,24884,13987,2004,313,116,452,3813,134907,101805,14391,16257,1673,806,10,133268,97815,16470,16224,1908,733,20,73164,36098,36212,72578,34854,37724,77550,33213,40941,76067,31132,41063,66472,30556,35916,66535,29885,35524,65972,27448,37083,72571,31690,39360,84956,37979,45994,68798,28548,39540,61913,24003,37171,62017,23428,38212,61442,22276,39166,60948,23249,37699,61652,23004,38558
72,72,129875,100764,17309,8188,3470,888,186,164284,124963,24340,9225,5374,914,163,176500,127995,28012,11020,6322,2948,260,167064,125867,23765,11063,5775,1062,203,176932,133055,24189,12070,6201,1937,191,102850,83860,11238,5085,2482,620,127,124089,104546,10501,5458,2655,771,123,145169,110890,19157,7673,4794,2248,162,145169,110890,19157,6183,4074,263,50,502,4050,126948,105619,11198,6079,3046,699,160,137436,112986,13196,6776,3367,807,115,63426,27448,35386,64020,25617,38403,81150,30557,47254,79780,28340,48046,76081,30652,45430,76089,30227,44831,75471,27627,46400,81862,31485,48827,103735,41567,61147,86146,31494,53865,85786,29832,55158,85908,29008,56565,85170,27574,57596,84467,28397,56070,85352,28445,56815
73,73,171479,143661,14427,10224,2746,1209,167,184022,152120,16405,11361,3912,1264,164,183473,146732,18240,10130,5112,2508,262,186813,152899,16978,12308,4374,1280,183,186546,150150,17762,12052,4536,1319,148,149376,129553,10191,7113,2023,915,126,152263,134986,7259,7201,1965,705,49,162815,135016,13615,7313,4040,1986,174,162815,135016,13615,6100,3347,222,57,596,3862,153601,135371,7741,7528,2080,752,44,155649,134669,9636,7779,2574,755,65,98602,50787,46860,97433,47035,50398,104817,49173,51619,102654,45586,53414,96002,47727,48275,96044,47059,47951,95251,44160,49592,101551,48526,51440,116561,57570,57874,99668,46228,52592,94211,42040,51360,94359,41304,52654,93357,39595,53762,92257,40274,51983,93372,40989,51848
74,74,154708,128306,13877,9346,2867,1000,195,173830,139414,19993,10412,3748,864,150,183447,142231,21966,10289,5009,2986,228,176448,140986,20498,9856,4161,892,158,185717,146688,22796,10478,4064,1608,204,123203,105636,9433,5798,1958,746,132,132583,113230,10802,5970,1889,489,0,150727,121031,15645,7122,3610,2302,170,150727,121031,15645,5724,2921,283,46,619,4458,137470,115966,12424,6148,2286,529,0,146306,123242,13481,6590,2216,634,69,77480,37035,39477,76915,34340,42575,88945,34729,50512,86652,33101,49565,78687,34276,44411,78875,33533,44234,78186,30925,45730,86385,35187,49604,109071,44564,63352,88514,33842,53886,85421,30894,53709,85618,30015,55221,84773,28713,56060,83607,29528,54079,84706,29801,54359
75,75,153383,135638,7880,7180,2289,1007,196,175117,151160,10659,8680,3599,1398,235,183275,155033,12621,8518,3541,3023,282,181348,156510,11629,8491,3462,1309,251,186591,159452,12715,7527,4292,1349,280,131994,119324,5507,5073,1683,780,141,148014,133989,6267,4981,1667,797,43,162238,140847,9201,6222,2775,2468,196,162238,140847,9201,4873,2132,280,58,507,4340,155704,140237,7188,5426,1738,1008,38,160310,143424,8163,5015,2581,994,49,85129,40348,43346,82867,37079,45788,96868,34910,58410,94647,32616,57079,88205,36081,52124,88752,34077,53042,87553,31332,54249,94798,35498,57668,116510,44171,71232,96337,33823,61839,93191,30286,62007,93417,29460,63601,92172,28267,63905,91062,29048,62014,92539,29445,62506
76,76,162141,129207,20235,10332,1879,1236,199,181029,139979,26327,12110,2230,1424,226,181871,138974,25614,11581,2574,2900,171,183335,139985,27600,11759,2707,1459,202,183158,137514,28536,13244,2248,2116,106,136198,113217,13520,7505,1404,938,129,144719,121757,12655,7678,1357,1004,164,156232,124874,17971,8665,1929,2358,131,156232,124874,17971,7483,1521,345,26,477,3535,146738,122500,13385,7959,1735,1012,148,148403,122396,15071,8262,1487,904,58,74207,31127,42108,69996,27591,42405,84476,27771,53974,83005,24477,54588,73571,26157,47413,73925,24554,47981,72848,22220,49182,80782,26514,52921,99731,34253,64711,80700,25010,55113,76151,21283,54146,76341,20689,55335,75165,20256,54909,74332,20739,53593,75052,19180,53812
77,77,140427,81038,37430,19970,2670,1101,336,186817,94374,59313,30043,3545,1751,481,183022,86671,63022,28335,3897,3249,238,189348,92006,61908,30736,3879,1357,419,193426,89115,68641,30946,4577,1978,482,103152,65005,24130,12296,1914,733,241,122804,76406,28243,14801,2123,737,78,139756,72797,43767,18831,3009,2382,174,139756,72797,43767,16141,2221,281,38,787,3724,124675,74169,31241,15728,2443,591,65,127400,72778,35088,15890,2600,616,81,47526,22189,24549,49194,23017,26177,59465,25266,32225,58409,20926,34931,51115,22397,28718,51170,22128,28202,50453,20320,29127,57206,23878,32527,75190,32359,42154,54832,20917,33510,48438,15731,32190,48540,15250,33033,47856,15215,32641,47409,15351,32058,47880,15838,31830
78,78,147899,92789,26791,25259,3152,1188,276,169015,104855,36696,22717,4363,1023,432,183124,109266,39132,26474,5731,3196,238,176472,110507,36130,25029,3951,1179,254,182091,110943,37688,26888,4559,2301,459,119851,82047,18314,17032,2250,871,190,121964,90078,14666,14347,2085,680,3,151693,98787,27343,18861,4388,2342,185,151693,98787,27343,16667,3670,215,27,856,4128,129817,94806,16012,16137,2099,848,1,133863,97106,16654,16826,2459,703,8,63408,30966,31857,61933,28461,33472,75168,32975,39787,74082,27360,44184,67260,30286,36974,67381,29708,36785,66398,27062,38250,73237,31526,40633,90562,41985,47862,70934,29331,41054,64779,24146,40060,64930,23635,40986,63671,23012,40659,62981,23217,39764,64066,24473,39524
79,79,148364,109817,28462,7419,2982,1037,213,174269,124963,35465,10080,4203,875,181,183355,122714,43156,10620,4358,2875,280,180223,127581,38773,9585,4192,790,191,187754,127772,43542,11041,4162,1343,72,115936,89567,19781,4514,2108,724,144,134817,104422,20783,6387,2465,551,30,149397,104769,32005,7089,3293,2212,208,149397,104769,32005,5070,2503,277,69,594,4110,139456,107661,22628,6145,2230,453,27,146916,109307,27427,6730,2351,774,19,66587,29371,36404,63677,26669,37008,82922,29971,50384,81509,25625,52494,71396,27391,44004,71602,26152,44312,70537,23747,45449,79397,28354,49978,101175,37285,63132,75830,25210,50170,67202,19341,47255,67376,18618,48488,66309,18581,47728,65678,18890,46788,66678,19904,46729
80,80,153420,131231,17673,2132,2134,729,182,179086,148748,22430,4046,3241,747,178,183411,152105,21489,3148,3988,1953,223,180175,149562,22963,3732,3149,612,219,179754,148798,22387,3738,4333,1050,212,134665,119246,12027,1516,1573,585,138,144752,130814,9341,1983,2060,376,64,163563,140602,15303,2250,3038,1523,170,163563,140602,15303,1571,2420,140,56,477,2994,147898,133373,9556,2340,2114,301,39,149903,133772,10650,2097,2686,477,53,83818,32127,51034,85888,28761,57127,100931,34202,63885,100012,28115,69087,94578,32696,61882,94508,31552,61973,93245,28830,63209,100093,33197,65662,118565,43753,74046,98018,31890,65503,92036,27515,63962,92183,26940,64992,90576,26233,64343,89693,26256,63437,91074,27870,63162
81,81,168686,128320,28535,9476,2396,825,247,183803,135723,33794,10586,3569,615,36,182510,133932,33184,9875,3605,2033,227,186718,139377,31674,11244,4263,722,36,180750,134728,30210,10836,4353,1296,154,143498,115577,19879,6168,1771,611,185,141820,121260,13579,4659,1889,455,0,160168,124169,24611,6872,2755,1521,144,160168,124169,24611,5875,2217,159,28,475,2634,143870,122825,13171,5051,2258,647,0,141400,119010,13917,5630,2201,537,25,86186,31830,53707,87801,28352,59449,99047,33826,61758,97642,27442,67876,89814,30454,59359,89666,29878,58973,88675,27429,60308,96184,31814,63131,113672,42152,70643,95449,30698,64053,90830,26375,63944,90930,26108,64577,89431,25309,64122,88852,25306,63546,89844,26731,63049
82,82,153195,63002,70089,18224,1975,1839,511,180136,71107,85542,21603,2444,1790,75,183534,72386,86424,20506,3043,3775,250,187570,71730,91834,22275,2106,2099,303,190788,70654,95734,22023,2318,4620,405,110979,50429,46944,12157,1407,1140,360,103319,57401,32825,10681,1294,844,0,140061,60868,61572,14171,2212,2736,150,140061,60868,61572,12635,1664,341,17,509,2455,110295,58788,38085,11105,1213,789,0,117930,59049,44800,11625,1236,945,0,44167,19469,24159,45327,19957,25370,56785,22808,31996,55404,18531,35103,48721,19047,29675,48727,18944,29091,48262,17703,29859,55129,20916,33426,74506,28795,45023,56633,18919,37268,53769,14629,38735,53879,14231,39415,53185,14282,38903,52842,14312,38530,52910,12035,39007
83,83,179397,117324,41333,17259,2597,2503,246,185230,116242,45975,18903,2621,2339,201,178332,109187,44454,19396,2889,3699,316,186989,116042,46907,19140,2713,2278,324,179916,109275,46721,18886,2923,3169,351,141749,100092,27031,12019,1813,1609,179,137615,98455,23558,12538,1346,1605,95,143384,94585,30237,14097,2203,2720,203,143384,94585,30237,12610,1733,587,51,360,3221,140730,99320,25218,12826,1464,1634,44,136365,94534,25762,12442,1515,1769,18,69702,27485,41078,65159,24930,40229,71799,22316,47159,70361,22006,44848,61092,19963,41129,61223,18986,41147,60827,17174,42579,66965,20738,45381,81932,25011,56247,65328,17946,46923,59941,14441,44807,60066,13741,45905,59463,13229,46234,58892,14228,44664,57196,0,45557
84,84,161617,99180,24174,35509,2760,1347,300,180524,104995,31013,41285,4565,1180,393,183408,99992,34266,43218,3863,3240,362,182129,104898,31297,42225,3680,1692,431,185429,102564,32769,45602,4327,2441,286,128811,86476,15985,24131,1999,937,224,134837,90761,16049,25301,1753,656,54,149012,89319,23972,30560,3006,2513,252,149012,89319,23972,28019,2238,265,67,738,4394,138278,90938,17458,27581,1454,758,50,140895,89488,18798,29356,2173,1014,14,72532,39221,32478,71615,37252,34363,81477,37660,41258,80296,39317,38787,70955,35562,35393,71247,35309,35127,70531,32775,36509,77700,37581,39183,94065,44997,48342,74551,32854,41192,67606,27249,39775,67639,26237,41062,66997,25768,41229,66274,26651,39623,67058,25666,41392
85,85,148008,99606,23540,21789,3533,1364,345,168082,105993,31007,27629,4323,1528,53,182082,107174,34969,31904,5395,3137,400,174313,107008,33800,28881,5069,1035,84,185448,107766,39435,31779,4978,1811,253,112884,80629,15521,14323,2459,900,252,123640,86520,18171,15426,2589,826,11,144502,90431,24886,22709,3966,2325,302,144502,90431,24886,19736,3038,238,68,1103,5002,127097,87935,20224,15452,2613,627,20,139114,90341,26045,18770,2970,729,90,67694,35693,31349,70551,35874,34677,82439,36405,42941,81159,38568,40285,72213,35905,36309,72454,35335,36322,71552,32485,37688,80154,37757,41325,103214,47892,54450,80421,34638,45160,75565,30144,44735,75671,29051,46249,74840,28466,46374,74111,29066,45045,75015,28156,46859
86,86,169214,133210,23565,9740,2495,1845,261,182249,138198,28182,11401,3720,1654,311,179269,131453,31243,10207,3917,3618,224,185073,139002,29647,12139,3525,1812,352,181177,134882,30298,11775,3808,1578,240,139804,114745,16039,6909,1807,1323,198,141323,119485,11890,7408,1719,677,145,149344,115926,20982,7468,2812,2624,157,149344,115926,20982,6292,2125,189,43,381,3406,144891,121570,13109,7370,1864,740,155,142162,118740,13467,7104,2012,733,44,87028,38525,47660,85919,34283,51636,95901,35318,57017,94737,37595,54994,85835,35072,50763,85928,33617,51493,84516,30286,52751,92433,35752,55408,109235,42779,65484,89886,32202,56920,83577,27812,55059,83682,26823,56519,82522,25660,56862,81803,26418,55385,83100,25432,57668
87,87,159278,115095,24698,15200,4234,1578,345,176144,122021,32052,15939,5971,1096,315,182880,124449,33356,16074,7041,3126,331,178317,122440,31642,17302,5678,1044,420,181238,122765,33973,17187,5568,1209,87,131930,99954,18261,10467,3184,1111,268,132651,104531,15487,8932,2862,587,54,154022,110766,24401,11597,5387,2281,275,154022,110766,24401,9653,4387,131,45,687,3952,134375,107548,14298,9427,2915,574,44,136432,108541,15574,9025,3022,550,4,77660,41097,35869,79420,38879,40541,89434,43165,43025,88023,40860,45172,79885,40410,39475,79477,39795,39051,78650,37132,40207,86260,42084,43084,103992,51263,51765,83523,38442,44387,76655,32914,43049,76744,31829,44545,75858,31171,44687,75209,31381,43828,76053,32384,43669
88,88,152571,40660,30363,78623,4758,1349,609,175197,37792,38123,95206,5522,993,492,175984,35745,42486,93247,6126,2596,345,176046,39654,37389,96270,5100,1004,497,181972,40267,40986,97829,6064,1599,549,113526,35274,21628,53961,3643,935,437,107236,31442,17466,55394,2365,417,4,132898,31441,30782,66515,4779,1897,271,132898,31441,30782,62370,3997,174,54,715,3365,109979,32320,17552,57603,2216,378,10,112465,32682,18640,57158,3149,505,14,51830,41622,9851,53691,43799,9892,59046,45610,11846,57877,42809,13720,50026,39836,10190,50051,40347,9418,49407,38513,10151,55635,43088,11927,68400,51431,16288,48029,35677,11936,37163,26189,10522,37246,25522,11393,36889,25517,11372,36618,25798,10820,36677,26360,10317
