"chamber","district_number","n_white","n_hispanic","n_black","n_asian","n_native","n_pacific","n_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi","source_demo","year_demo","avg_pct_D","avg_pct_R","avg_party_lean","avg_party_lean_points_abs","avg_party_lean_points_R","incumb_people_id","rank_partisan_dist_R","rank_partisan_dist_D"
"House",120,55105,45875,14574,1376,786,44,117972,0.467102363272641,0.388863459125894,0.12353778862781,0.0116637846268606,0.00703556776184179,"CVAP",2022,0.451273059953419,0.535947114407747,"R",8.5,8.5,22580,65,56
"Senate",1,306195,20113,66214,12319,6455,428,413206,0.741022637619008,0.0486754790588714,0.160244526942978,0.0298132166522267,0.0166575509552136,"CVAP",2022,0.322584657578383,0.658498686356823,"R",33.6,33.6,12367,3,38
"Senate",2,330290,22214,46067,10522,6149,383,417594,0.790935693520501,0.0531952087434206,0.110315282307696,0.025196722175127,0.0156419871933026,"CVAP",2022,0.246804597437964,0.736329414377778,"R",49,49,16763,1,40
"Senate",3,270374,23606,120714,6961,4219,202,426800,0.633491096532334,0.0553092783505155,0.282835051546392,0.0163097469540769,0.0103584817244611,"CVAP",2022,0.489679250582086,0.496790839622215,"R",0.7,0.7,23325,25,16
"Senate",4,292377,33872,52880,20844,3356,322,405351,0.721293397573954,0.0835621473735109,0.130454840372911,0.0514221008459335,0.00907361767949259,"CVAP",2022,0.365579884884493,0.619389250813103,"R",25.4,25.4,19070,8,32
"Senate",5,184359,29803,166598,12561,2608,249,397124,0.46423535218219,0.0750470885667953,0.4195112861474,0.0316299191184617,0.00719422648845197,"CVAP",2022,0.580196709915952,0.403426365538061,"D",17.7,-17.7,19218,34,7
"Senate",6,304280,32769,60268,11520,4654,178,414234,0.734560658951221,0.0791074610003042,0.145492644254214,0.0278103680528397,0.0116649043777189,"CVAP",2022,0.356257962670332,0.62912059222745,"R",27.3,27.3,22852,7,34
"Senate",7,347864,30334,33970,10034,3109,169,425868,0.816835263508881,0.0712286436172711,0.0797665004179699,0.0235612912921375,0.00769722073506345,"CVAP",2022,0.343571966431828,0.643910896411505,"R",30,30,14984,5,36
"Senate",8,320446,56728,47785,7251,3021,118,435856,0.735210711794721,0.130153078080834,0.109634833522998,0.0166362284791307,0.00720191990015051,"CVAP",2022,0.399391308112258,0.586428161525035,"R",18.7,18.7,19954,14,27
"Senate",9,301080,47344,59347,10017,3436,85,422296,0.712959630211984,0.112110936404797,0.14053412772084,0.0237203288688503,0.0083377536135791,"CVAP",2022,0.390828324114726,0.596298541650114,"R",20.5,20.5,12389,12,29
"Senate",10,256750,77866,46101,16106,2299,147,400448,0.641156904267221,0.194447219114592,0.115123561610996,0.0402199536519099,0.00610815886207448,"CVAP",2022,0.489313618674994,0.494765022707349,"R",0.5,0.5,12366,26,15
"Senate",11,383867,36580,20761,5630,3467,200,451583,0.850047499573722,0.0810039350462706,0.04597382983859,0.0124672540817524,0.00812032339569913,"CVAP",2022,0.303815180229548,0.684617588685299,"R",38.1,38.1,17099,2,39
"Senate",12,238975,88743,60298,6929,2585,169,397938,0.60053324889807,0.223007101608793,0.151526117133825,0.0174122602013379,0.00692067608521931,"CVAP",2022,0.424519500010423,0.561409041005859,"R",13.7,13.7,16389,21,20
"Senate",13,279405,56082,36877,16052,2780,415,392269,0.712279073798847,0.142968218237995,0.0940094679926275,0.0409208986690256,0.00814492095985153,"CVAP",2022,0.404340491115094,0.584078047122105,"R",18,18,12362,15,26
"Senate",14,222517,114037,32352,16159,2067,284,388341,0.572993837889896,0.293651713313814,0.0833082265328667,0.0416103373066454,0.0060539577330233,"CVAP",2022,0.490248754434532,0.494068522240746,"R",0.4,0.4,23324,27,14
"Senate",15,127267,76935,134572,13687,2428,250,355971,0.357520696910703,0.216127156425664,0.378042031513803,0.0384497613569645,0.00752308474566748,"CVAP",2022,0.632988701132175,0.352991009307981,"D",28,-28,1720,37,4
"Senate",16,166624,73137,124122,9142,2380,288,376526,0.442529865135475,0.194241566319457,0.32965054206084,0.0242798638075458,0.00708583205409454,"CVAP",2022,0.663755489277687,0.319510710248109,"D",34.4,-34.4,1706,38,3
"Senate",17,190259,140825,40656,19292,1984,420,394684,0.482053997628483,0.356804430886481,0.103008989470057,0.0488796100171276,0.00609094870833376,"CVAP",2022,0.571980766417236,0.410819818189087,"D",16.1,-16.1,14052,32,9
"Senate",18,353200,37990,29100,17959,3323,254,442403,0.798367099680608,0.0858719312482058,0.065777130806075,0.0405942093521066,0.00808538820939279,"CVAP",2022,0.455972413910043,0.528409798995671,"R",7.2,7.2,21025,23,18
"Senate",19,329465,43641,39516,11499,3297,330,429285,0.767473822751785,0.101659736538663,0.0920507355253503,0.0267864006429295,0.00844893252734197,"CVAP",2022,0.396377844334241,0.587580287821472,"R",19.1,19.1,1678,13,28
"Senate",20,288574,54774,43189,9048,2442,155,398885,0.723451621394638,0.137317773293054,0.108274314652093,0.0226832295022375,0.00651064843250561,"CVAP",2022,0.408949011720314,0.577378929092168,"R",16.8,16.8,17676,17,24
"Senate",21,342811,40303,22182,9194,2392,232,417378,0.821344201179746,0.0965623487582,0.0531460690309504,0.0220279938089693,0.00628686706055422,"CVAP",2022,0.404764724948708,0.58056504442041,"R",17.6,17.6,1664,16,25
"Senate",22,375179,32833,19021,7594,2279,188,437317,0.857910851853461,0.0750782613070153,0.043494764667278,0.0173649778078602,0.00564121678324876,"CVAP",2022,0.422890009315066,0.565646183362508,"R",14.3,14.3,18057,20,21
"Senate",23,255353,79786,45200,16925,2490,288,401412,0.636136936613753,0.198763365320419,0.112602513128656,0.0421636622721792,0.00692057038653553,"CVAP",2022,0.41401489460433,0.570859743915057,"R",15.7,15.7,16595,18,23
"Senate",24,164808,83264,88859,8286,1618,234,347429,0.474364546425313,0.23965759910658,0.2557616088467,0.0238494771593621,0.00533058552970535,"CVAP",2022,0.594136496958001,0.394936852995036,"D",19.9,-19.9,15147,35,6
"Senate",25,113627,179287,35519,13347,1659,509,345508,0.32886937494935,0.518908389964921,0.102802250599118,0.0386300751357422,0.00627481852808039,"CVAP",2022,0.563702214552729,0.421923719377537,"D",14.2,-14.2,14986,31,10
"Senate",26,278007,56585,60991,11284,1787,120,410123,0.677862494910064,0.137970803880787,0.148713922408643,0.0275136971103791,0.00464982456482567,"CVAP",2022,0.563280401019839,0.428778046325517,"D",13.5,-13.5,12363,30,11
"Senate",27,313127,58035,35067,6530,2656,333,416617,0.751594390051294,0.139300604632072,0.0841708331633131,0.0156738683251044,0.00717445519505925,"CVAP",2022,0.333286097573748,0.654635446807836,"R",32.1,32.1,12360,4,37
"Senate",28,267419,83055,28447,6111,1912,92,387613,0.689912361040522,0.214272999099617,0.0733902113706197,0.0157657250917797,0.00517010523382859,"CVAP",2022,0.350748003972143,0.639758924792236,"R",28.9,28.9,12387,6,35
"Senate",29,298230,56436,54789,6617,3721,42,420236,0.709672660124311,0.134295967028051,0.130376740688565,0.015745914200592,0.00895449223769501,"CVAP",2022,0.380386209186298,0.608911747827245,"R",22.9,22.9,19064,10,31
"Senate",30,193531,74679,77299,14001,1559,59,362264,0.534226420511009,0.206145242143851,0.213377536823974,0.0386486098535874,0.00446635602764834,"CVAP",2022,0.582430333489322,0.408415774137164,"D",17.4,-17.4,19940,33,8
"Senate",31,302963,56757,41386,9716,1913,234,413498,0.732683108503548,0.137260639712889,0.100087545768057,0.0234970906751665,0.00519228629884546,"CVAP",2022,0.4187544042095,0.571375066635566,"R",15.3,15.3,12379,19,22
"Senate",32,106169,77829,159498,10862,1966,196,357557,0.29692888126928,0.217668791269644,0.446077128961257,0.0303783732383928,0.00604658837611905,"CVAP",2022,0.737319638964094,0.25350098871032,"D",48.4,-48.4,23121,39,2
"Senate",33,326632,57097,25626,7090,2043,88,419217,0.779147792193542,0.136199152229037,0.0611282462304725,0.0169124820796867,0.00508328622169425,"CVAP",2022,0.368386517960164,0.622101970977458,"R",25.4,25.4,23321,9,33
"Senate",34,41221,108412,177205,4390,1051,182,332883,0.123830294728178,0.325675988260139,0.532334183481884,0.0131878167404163,0.003704004109552,"CVAP",2022,0.776608664155111,0.213449189487903,"D",56.3,-56.3,16026,40,1
"Senate",35,116995,147173,76231,19857,1603,214,363745,0.321640160002199,0.404604874293805,0.209572640173748,0.0545904411057197,0.00499525766677205,"CVAP",2022,0.59825169380418,0.392258493594053,"D",20.6,-20.6,18406,36,5
"Senate",36,48227,238996,17443,5358,588,58,311144,0.154998971537295,0.768120227290258,0.0560608592805903,0.0172203224230581,0.002076209086468,"CVAP",2022,0.482885150158387,0.506641450828272,"R",2.4,2.4,21775,24,17
"Senate",37,201400,103021,54345,7389,1753,435,368847,0.54602585896049,0.279305511499348,0.147337513928539,0.020032696483908,0.0059319989046949,"CVAP",2022,0.546755065167324,0.443967610304208,"D",10.3,-10.3,20632,29,12
"Senate",38,73729,214893,44747,7750,895,75,343405,0.214699844207277,0.625771319578923,0.13030386860995,0.0225681047160059,0.00282465310639041,"CVAP",2022,0.518889667397938,0.470930320379531,"D",4.8,-4.8,23320,28,13
"Senate",39,16465,268215,12856,2992,287,24,301200,0.0546646746347942,0.890488047808765,0.0426826029216467,0.009933598937583,0.00103253652058433,"CVAP",2022,0.3882691949798,0.602615253374533,"R",21.4,21.4,17173,11,30
"Senate",40,82624,238688,25654,5748,1024,149,354498,0.233073247239759,0.673312684415709,0.0723671219583749,0.0162144779378163,0.00330890442259195,"CVAP",2022,0.429840148425817,0.559571117543529,"R",13,13,20905,22,19
