"people_id","person_hash","party_id","state_id","party","role_id","role","legislator_name","first_name","middle_name","last_name","suffix","nickname","district","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","committee_sponsor","committee_id","state_federal","session"
21739,"rh0ebpc2","2",9,"R",1,"Rep","Linda Chaney","Linda","","Chaney","","","HD-061",49845659,194564,"",740444,"http://ballotpedia.org/Linda_Chaney","",0,0,0,"2024-2024_Regular_Session"
21758,"mhz7l0j4","2",9,"R",1,"Rep","David Borrero","David","","Borrero","","","HD-111",49845727,194467,"",740296,"http://ballotpedia.org/David_Borrero","",0,0,0,"2024-2024_Regular_Session"
21775,"leb4b3n8","2",9,"R",2,"Sen","Ileana Garcia","Ileana","","Garcia","","","SD-036",50171409,194449,"",242995,"http://ballotpedia.org/Ileana_Garcia","",0,0,0,"2024-2024_Regular_Session"
21780,"zeycd5am","1",9,"D",1,"Rep","Kristen Arrington","Kristen","","Arrington","","","HD-046",28148917,194624,"",744698,"http://ballotpedia.org/Kristen_Arrington","",0,0,0,"2024-2024_Regular_Session"
21781,"wsj92iwn","2",9,"R",1,"Rep","Thomas Fabricio","Thomas","P.","Fabricio","","Tom","HD-110",49845720,194482,"",740278,"http://ballotpedia.org/Tom_Fabricio","",0,0,0,"2024-2024_Regular_Session"
21782,"87jh4enj","2",9,"R",1,"Rep","Alejandro Rizo","Alejandro","","Rizo","Jr.","Alex","HD-112",49845738,194462,"",740319,"http://ballotpedia.org/Alex_Rizo","",0,0,0,"2024-2024_Regular_Session"
21887,"e063soe3","1",9,"D",1,"Rep","Yvonne Hayes Hinson","Yvonne","","Hayes Hinson","","","HD-021",44044505,182253,"",637205,"http://ballotpedia.org/Yvonne_Hayes_Hinson","",0,0,0,"2024-2024_Regular_Session"
21888,"78gk9ao5","1",9,"D",1,"Rep","Christine Hunschofsky","Christine","Maria","Hunschofsky","","","HD-095",49845708,194488,"",740359,"http://ballotpedia.org/Christine_Hunschofsky","",0,0,0,"2024-2024_Regular_Session"
21892,"21akiis8","2",9,"R",1,"Rep","Sam Garrison","Sam","","Garrison","","","HD-011",49845578,193775,"",739952,"http://ballotpedia.org/Sam_Garrison","",0,0,0,"2024-2024_Regular_Session"
21920,"61wei6k0","1",9,"D",1,"Rep","Michele Rayner-Goolsby","Michele","","Rayner-Goolsby","","","HD-062",49845663,194561,"",740448,"http://ballotpedia.org/Michele_Rayner","",0,0,0,"2024-2024_Regular_Session"
21983,"gk5cs0jg","2",9,"R",1,"Rep","John Snyder","John","","Snyder","","","HD-086",49845683,194524,"",740415,"http://ballotpedia.org/John_Snyder","",0,0,0,"2024-2024_Regular_Session"
22022,"hplh0nrn","2",9,"R",1,"Rep","Mike Giallombardo","Mike","","Giallombardo","","","HD-079",49845675,146155,"",474518,"http://ballotpedia.org/Mike_Giallombardo","",0,0,0,"2024-2024_Regular_Session"
22129,"mb2156j2","2",9,"R",1,"Rep","Dana Trabulsy","Dana","","Trabulsy","","","HD-084",49845686,194522,"",740423,"http://ballotpedia.org/Dana_Trabulsy","",0,0,0,"2024-2024_Regular_Session"
22167,"at7jt366","2",9,"R",1,"Rep","Michelle Salzman","Michelle","Lynn","Salzman","","","HD-001",41617852,193539,"",739937,"http://ballotpedia.org/Michelle_Salzman","",0,0,0,"2024-2024_Regular_Session"
22173,"9d5gzskf","1",9,"D",1,"Rep","Marie Woodson","Marie","P.","Woodson","","","HD-105",552530,194484,"",740370,"http://ballotpedia.org/Marie_Woodson","",0,0,0,"2024-2024_Regular_Session"
22207,"slx08az4","2",9,"R",1,"Rep","Jenna Persons-Mulicka","Jenna","","Persons-Mulicka","","","HD-078",45903473,194544,"",740469,"http://ballotpedia.org/Jenna_Persons","",0,0,0,"2024-2024_Regular_Session"
22261,"b6kfhnbd","2",9,"R",1,"Rep","Adam Botana","Adam","","Botana","","","HD-080",49845673,194550,"",740462,"http://ballotpedia.org/Adam_Botana","",0,0,0,"2024-2024_Regular_Session"
22415,"f973rn7u","2",9,"R",1,"Rep","Keith Truenow","Keith","","Truenow","","","HD-026",49845600,194608,"",739988,"http://ballotpedia.org/Keith_Truenow","",0,0,0,"2024-2024_Regular_Session"
22512,"z587gd6k","1",9,"D",1,"Rep","Felicia Simone Robinson","Felicia","Simone","Robinson","","","HD-104",49845717,130220,"",740275,"http://ballotpedia.org/Felicia_Simone_Robinson","",0,0,0,"2024-2024_Regular_Session"
22516,"vha3cc9i","1",9,"D",1,"Rep","Kevin Chambliss","Kevin","Dykemia","Chambliss","","","HD-117",49845747,115433,"",452742,"http://ballotpedia.org/Kevin_Chambliss","",0,0,0,"2024-2024_Regular_Session"
22527,"iykjlne1","2",9,"R",1,"Rep","Demi Busatta Cabrera","Demi","","Busatta Cabrera","","","HD-114",49845744,194460,"",605634,"http://ballotpedia.org/Demi_Busatta_Cabrera","",0,0,0,"2024-2024_Regular_Session"
22528,"1y03g0zp","1",9,"D",1,"Rep","Christopher Benjamin","Christopher","","Benjamin","","","HD-107",49845730,194464,"",740304,"http://ballotpedia.org/Christopher_Benjamin","",0,0,0,"2024-2024_Regular_Session"
22529,"a0rhm7tw","2",9,"R",1,"Rep","Fiona McFarland","Fiona","","McFarland","","","HD-073",49845668,194559,"",740452,"http://ballotpedia.org/Fiona_McFarland","",0,0,0,"2024-2024_Regular_Session"
22550,"ohit2l5d","1",9,"D",1,"Rep","Angela Nixon","Angela","","Nixon","","","HD-013",12016117,193764,"",285510,"http://ballotpedia.org/Angela_Nixon","",0,0,0,"2024-2024_Regular_Session"
22559,"1he9flzd","2",9,"R",1,"Rep","Patt Maney","T.","Patterson","Maney","","Patt","HD-004",49845565,193745,"",739941,"http://ballotpedia.org/T._Patt_Maney","",0,0,0,"2024-2024_Regular_Session"
22580,"fsfxplwk","2",9,"R",1,"Rep","Jim Mooney","James","Vernon","Mooney","Jr.","Jim","HD-120",49845754,194453,"",740179,"http://ballotpedia.org/Jim_Mooney","",0,0,0,"2024-2024_Regular_Session"
22660,"ujz2v3zu","2",9,"R",1,"Rep","Webster Barnaby","Webster","","Barnaby","","","HD-029",49845589,194567,"",739971,"http://ballotpedia.org/Webster_Barnaby","",0,0,0,"2024-2024_Regular_Session"
22662,"g46vm6of","2",9,"R",1,"Rep","Kaylee Tuck","Kaylee","Alexis","Tuck","","","HD-083",49845643,194646,"",740410,"http://ballotpedia.org/Kaylee_Tuck","",0,0,0,"2024-2024_Regular_Session"
22672,"kr17w93p","2",9,"R",1,"Rep","Lauren Melo","Lauren","","Melo","","","HD-082",49845680,194529,"",740413,"http://ballotpedia.org/Lauren_Melo","",0,0,0,"2024-2024_Regular_Session"
22722,"n93x757e","2",9,"R",1,"Rep","Traci Koster","Traci","","Koster","","","HD-066",52311541,195064,"",750959,"http://ballotpedia.org/Traci_Koster","",0,0,0,"2024-2024_Regular_Session"
22852,"mbdmyqln","2",9,"R",2,"Sen","Jennifer Bradley","Jennifer","E.","Bradley","","","SD-006",15935119,194419,"",739824,"http://ballotpedia.org/Jennifer_Bradley","",0,0,0,"2024-2024_Regular_Session"
23066,"tmbh2oz6","1",9,"D",1,"Rep","Daryl Campbell","Daryl","","Campbell","","","HD-099",54438816,200766,"",797986,"http://ballotpedia.org/Daryl_Campbell","",0,0,0,"2024-2024_Regular_Session"
23116,"3dasaie0","1",9,"D",1,"Rep","Jervonte Edmonds","Jervonte","","Edmonds","","Tae","HD-088",54438812,200763,"",579222,"http://ballotpedia.org/Jervonte_Edmonds","",0,0,0,"2024-2024_Regular_Session"
23121,"wugdfhmi","1",9,"D",2,"Sen","Rosalind Osgood","Rosalind","","Osgood","","","SD-032",745520,200762,"",776914,"http://ballotpedia.org/Rosalind_Osgood","",0,0,0,"2024-2024_Regular_Session"
23295,"q1aqjnko","2",9,"R",1,"Rep","Joel Rudman","Joel","","Rudman","","","HD-003",55866623,209332,"",0,"http://ballotpedia.org/Joel_Rudman","",0,0,0,"2024-2024_Regular_Session"
23317,"wprwcavo","1",9,"D",1,"Rep","Hillary Cassel","Hillary","","Cassel","","","HD-101",55866460,209443,"",0,"http://ballotpedia.org/Hillary_Cassel","",0,0,0,"2024-2024_Regular_Session"
23318,"mff5ywb5","1",9,"D",1,"Rep","Johanna Lopez","Johanna","","Lopez","","","HD-043",55866558,209517,"",0,"http://ballotpedia.org/Johanna_Lopez","",0,0,0,"2024-2024_Regular_Session"
23319,"zh5hcllq","2",9,"R",1,"Rep","Vicki Lopez","Vicki","","Lopez","","","HD-113",55866559,209412,"",0,"http://ballotpedia.org/Vicki_Lopez","",0,0,0,"2024-2024_Regular_Session"
23320,"o8r9wc7r","2",9,"R",2,"Sen","Alexis Calatayud","Alexis","Maria","Calatayud","","","SD-038",53501685,209251,"",0,"http://ballotpedia.org/Alexis_Calatayud","",0,0,0,"2024-2024_Regular_Session"
23321,"he2w9d7z","2",9,"R",2,"Sen","Jonathan Martin","Jonathan","","Martin","","","SD-033",45927469,138146,"",0,"http://ballotpedia.org/Jonathan_Martin_(Florida)","",0,0,0,"2024-2024_Regular_Session"
23322,"960vxus6","1",9,"D",1,"Rep","Jennifer Harris","Jennifer","","Harris","","Rita","HD-044",55866514,209516,"",0,"http://ballotpedia.org/Jennifer_Rita_Harris","",0,0,0,"2024-2024_Regular_Session"
23323,"63ed23f3","1",9,"D",1,"Rep","LaVon Bracy Davis","LaVon","","Bracy Davis","","","HD-040",55866452,209432,"",0,"http://ballotpedia.org/LaVon_Bracy_Davis","",0,0,0,"2024-2024_Regular_Session"
23324,"7sbfgcvb","2",9,"R",2,"Sen","Jay Collins","Jay","","Collins","","","SD-014",55866465,209220,"",0,"http://ballotpedia.org/Jay_Collins","",0,0,0,"2024-2024_Regular_Session"
23325,"5ozxwl83","2",9,"R",2,"Sen","Corey Simon","Corey","","Simon","","","SD-003",55866636,209207,"",0,"http://ballotpedia.org/Corey_Simon","",0,0,0,"2024-2024_Regular_Session"
23327,"uwxr8dkp","1",9,"D",1,"Rep","Lindsay Cross","Lindsay","","Cross","","","HD-060",55866468,184301,"",0,"http://ballotpedia.org/Lindsay_Cross","",0,0,0,"2024-2024_Regular_Session"
23328,"h6szpy6d","1",9,"D",1,"Rep","Lisa Dunkley","Lisa","","Dunkley","","","HD-097",55866485,209448,"",0,"http://ballotpedia.org/Lisa_Dunkley","",0,0,0,"2024-2024_Regular_Session"
23329,"lmfbmlu1","1",9,"D",1,"Rep","Ashley Gantt","Ashley","Viola","Gantt","","","HD-109",55866502,209435,"",0,"http://ballotpedia.org/Ashley_Gantt","",0,0,0,"2024-2024_Regular_Session"
23330,"6cn9749t","2",9,"R",1,"Rep","Alina Garcia","Alina","","Garcia","","","HD-115",50008330,53911,"",0,"http://ballotpedia.org/Alina_Garcia","",0,0,0,"2024-2024_Regular_Session"
23331,"3otreu3p","2",9,"R",1,"Rep","Kevin Steele","Kevin","M.","Steele","","","HD-055",55756411,209499,"",0,"http://ballotpedia.org/Kevin_Steele","",0,0,0,"2024-2024_Regular_Session"
23332,"j9zna7tb","2",9,"R",1,"Rep","Chase Tramont","Chase","","Tramont","","","HD-030",55866659,209394,"",0,"http://ballotpedia.org/Chase_Tramont","",0,0,0,"2024-2024_Regular_Session"
23333,"l11m0j5k","2",9,"R",1,"Rep","Brad Yeager","Bradford","Troy","Yeager","","","HD-056",55866678,0,"",0,"http://ballotpedia.org/","",0,0,0,"2024-2024_Regular_Session"
23338,"ivvfeu8g","2",9,"R",1,"Rep","Doug Bankson","Doug","","Bankson","","","HD-039",55866441,173235,"",0,"http://ballotpedia.org/Doug_Bankson","",0,0,0,"2024-2024_Regular_Session"
23339,"orexb33j","2",9,"R",1,"Rep","Kimberly Berfield","Kimberly","","Berfield","","Kim","HD-058",55866445,53771,"",0,"http://ballotpedia.org/Kimberly_Berfield","",0,0,0,"2024-2024_Regular_Session"
23340,"dpobs27t","1",9,"D",1,"Rep","Katherine Waldron","Katherine","M.","Waldron","","","HD-093",55866668,209454,"",0,"http://ballotpedia.org/Katherine_Waldron","",0,0,0,"2024-2024_Regular_Session"
23341,"ni3ayex3","2",9,"R",1,"Rep","Fabian Basabe","Fabian","","Basabe","","","HD-106",55866442,209439,"",0,"http://ballotpedia.org/Fabián_Basabe","",0,0,0,"2024-2024_Regular_Session"
23343,"rf9p55n7","2",9,"R",1,"Rep","Shane Abbott","Shane","","Abbott","","","HD-005",49283313,209333,"",0,"http://ballotpedia.org/Shane_Abbott","",0,0,0,"2024-2024_Regular_Session"
23344,"b3eicpho","2",9,"R",1,"Rep","Daniel Alvarez","Daniel","Antonio","Alvarez","Sr.","Danny","HD-069",55866432,209473,"",0,"http://ballotpedia.org/Daniel_Alvarez","",0,0,0,"2024-2024_Regular_Session"
23345,"azizztcb","2",9,"R",1,"Rep","Carolina Amesty","Carolina","","Amesty","","","HD-045",55866433,209512,"",0,"http://ballotpedia.org/Carolina_Amesty","",0,0,0,"2024-2024_Regular_Session"
23346,"zixitc1g","2",9,"R",1,"Rep","Dean Black","Dean","","Black","","","HD-015",37458122,124330,"",0,"http://ballotpedia.org/Dean_Black","",0,0,0,"2024-2024_Regular_Session"
23347,"8a871fhe","2",9,"R",1,"Rep","Robert Brackett","Robert","","Brackett","","","HD-034",601994,209396,"",0,"http://ballotpedia.org/Robert_Brackett","",0,0,0,"2024-2024_Regular_Session"
23348,"rz6tv887","2",9,"R",1,"Rep","Jennifer Canady","Jennifer","","Canady","","","HD-050",55866458,209506,"",0,"http://ballotpedia.org/Jennifer_Canady","",0,0,0,"2024-2024_Regular_Session"
23349,"69wtlsri","2",9,"R",1,"Rep","Tiffany Esposito","Tiffany","","Esposito","","","HD-077",55866490,209468,"",0,"http://ballotpedia.org/Tiffany_Esposito","",0,0,0,"2024-2024_Regular_Session"
23350,"eok29ytg","2",9,"R",1,"Rep","Karen Gonzalez Pittman","Karen","","Gonzalez Pittman","","","HD-065",55866506,209479,"",0,"http://ballotpedia.org/Karen_Gonzalez_Pittman","",0,0,0,"2024-2024_Regular_Session"
23351,"ghrztb1e","2",9,"R",1,"Rep","Peggy Gossett-Seidman","Peggy","","Gossett-Seidman","","","HD-091",55866508,209458,"",0,"http://ballotpedia.org/Peggy_Gossett-Seidman","",0,0,0,"2024-2024_Regular_Session"
23352,"smncjrp0","2",9,"R",1,"Rep","Philip Griffitts","Philip","Wayne","Griffitts","Jr.","","HD-006",55866511,174908,"",0,"http://ballotpedia.org/Philip_Griffitts","",0,0,0,"2024-2024_Regular_Session"
23353,"6ryrq45y","2",9,"R",1,"Rep","Jeff Holcomb","Jeff","","Holcomb","","","HD-053",55866529,158287,"",0,"http://ballotpedia.org/Jeff_Holcomb_(Florida)","",0,0,0,"2024-2024_Regular_Session"
23354,"lv9l8jdq","2",9,"R",1,"Rep","Berny Jacques","Berny","","Jacques","","","HD-059",55866535,184440,"",0,"http://ballotpedia.org/Berny_Jacques","",0,0,0,"2024-2024_Regular_Session"
23355,"0xekqns7","2",9,"R",1,"Rep","Kiyan Michael","Kiyan","","Michael","","","HD-016",55866569,209353,"",0,"http://ballotpedia.org/Kiyan_Michael","",0,0,0,"2024-2024_Regular_Session"
23356,"wnxvofvg","2",9,"R",1,"Rep","Juan Porras","Juan","Carlos","Porras","","","HD-119",55866605,209403,"",0,"http://ballotpedia.org/Juan_Carlos_Porras","",0,0,0,"2024-2024_Regular_Session"
23357,"77lv7bqi","2",9,"R",1,"Rep","John Temple","John","","Temple","","","HD-052",55866652,209505,"",0,"http://ballotpedia.org/John_Temple","",0,0,0,"2024-2024_Regular_Session"
23358,"xlrsk4g8","2",9,"R",1,"Rep","Taylor Yarkosky","Taylor","","Yarkosky","","","HD-025",55866677,209380,"",0,"http://ballotpedia.org/Taylor_Yarkosky","",0,0,0,"2024-2024_Regular_Session"
23359,"174k0tvr","2",9,"R",1,"Rep","Adam Anderson","Adam","","Anderson","","","HD-057",55866434,209492,"",0,"http://ballotpedia.org/Adam_Anderson","",0,0,0,"2024-2024_Regular_Session"
23360,"fqo8aog4","2",9,"R",1,"Rep","Jessica Baker","Jessica","","Baker","","","HD-017",55866439,209358,"",0,"http://ballotpedia.org/Jessica_Baker","",0,0,0,"2024-2024_Regular_Session"
23361,"po2o5rju","1",9,"D",1,"Rep","Gallop Franklin","Gallop","P.","Franklin","","","HD-008",55866498,209338,"",0,"http://ballotpedia.org/Gallop_Franklin","",0,0,0,"2024-2024_Regular_Session"
24808,"pbfegj2k","2",9,"R",1,"Rep","Rachel Plakon","Rachel","","Plakon","","","HD-036",55866601,209420,"",778200,"http://ballotpedia.org/Rachel_Plakon","",0,0,0,"2024-2024_Regular_Session"
24809,"qmj19hsf","2",9,"R",1,"Rep","Susan Plasencia","Susan","","Plasencia","","","HD-037",55866602,209422,"",815745,"http://ballotpedia.org/Susan_Plasencia","",0,0,0,"2024-2024_Regular_Session"
24810,"p0g9jx7g","2",9,"R",1,"Rep","Paula Stark","Paula","A.","Stark","","","HD-047",55866645,209509,"",816018,"http://ballotpedia.org/Paula_Stark","",0,0,0,"2024-2024_Regular_Session"
24962,"aan0wix3","2",9,"R",1,"Rep","Ryan Chamberlin","Ryan","","Chamberlin","","","HD-024",58374500,0,"",0,"http://ballotpedia.org/","",0,0,0,"2024-2024_Regular_Session"
24994,"qyyu5xax","2",9,"R",1,"Rep","Mike Redondo","Mike","","Redondo","","","HD-118",59433494,212780,"",0,"http://ballotpedia.org/Mike_Redondo","",0,0,0,"2024-2024_Regular_Session"
25070,"5993lgcj","1",9,"D",1,"Rep","Tom Keen","Tom","","Keen","","","HD-035",44245221,209416,"",0,"http://ballotpedia.org/Tom_Keen","",0,0,0,"2024-2024_Regular_Session"
