"people_id","party","legislator_name","last_name","ballotpedia","district_number","chamber","termination_date","setting_party_loyalty","leg_party_loyalty","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","rank_partisan_leg_R","rank_partisan_leg_D","n_white","n_hispanic","n_black","n_asian","n_native","n_pacific","n_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi","source_demo","year_demo","avg_pct_D","avg_pct_R","avg_party_lean","avg_party_lean_points_abs","avg_party_lean_points_R","incumb_people_id","rank_partisan_dist_R","rank_partisan_dist_D"
23358,"R","Taylor Yarkosky","Yarkosky","http://ballotpedia.org/Taylor_Yarkosky",25,"House",NA,"partisan_cross",1,224,224,1071,0,60,1,0,7,NA,86845,25028,14707,4216,873,30,132014,0.657846895026285,0.189585953004984,0.111404851000651,0.0319360067871589,0.00684018361688912,"CVAP",2022,0.410369078383572,0.578521854995657,"R",17,17,23358,46,74
1735,"R","Thad Altman","Altman","http://ballotpedia.org/Thad_Altman",32,"House",NA,"partisan_cross",0.982300884955752,226,222,988,4,22,1,0,59,NA,115149,12589,9163,4086,859,141,142766,0.806557583738425,0.088179258366838,0.0641819480828769,0.028620259725705,0.00700446885112702,"CVAP",2022,0.389569107872321,0.594381677531701,"R",20,20,1735,40,81
21781,"R","Thomas Fabricio","Fabricio","http://ballotpedia.org/Tom_Fabricio",110,"House",NA,"partisan_cross",0.991525423728814,236,234,1029,2,106,2,1,36,NA,5939,97366,6155,1227,124,0,110857,0.0535735226462921,0.878302678225101,0.0555219787654366,0.0110683132323624,0.00111855814247183,"CVAP",2022,0.381827294259425,0.609284756373945,"R",23,23,21781,35,88
23349,"R","Tiffany Esposito","Esposito","http://ballotpedia.org/Tiffany_Esposito",77,"House",NA,"partisan_cross",1,201,201,979,0,51,1,0,14,NA,72778,35088,15890,2600,616,81,127400,0.571255886970173,0.27541601255887,0.124725274725275,0.0204081632653061,0.00547095761381476,"CVAP",2022,0.39516665058851,0.593781853614751,"R",20,20,23349,41,82
19940,"D","Tina Polsky","Polsky","http://ballotpedia.org/Tina_Polsky",30,"Senate",NA,"partisan_cross",0.951048951048951,143,136,1144,7,15,15,7,NA,7,193531,74679,77299,14001,1559,59,362264,0.534226420511009,0.206145242143851,0.213377536823974,0.0386486098535874,0.00446635602764834,"CVAP",2022,0.582430333489322,0.408415774137164,"D",17,-17,19940,33,8
20418,"R","Toby Overdorf","Overdorf","http://ballotpedia.org/Toby_Overdorf",85,"House",NA,"partisan_cross",0.988095238095238,252,249,1105,3,38,5,0,47,NA,90341,26045,18770,2970,729,90,139114,0.649402648187817,0.187220552927815,0.134925313052604,0.0213493968975085,0.00588725793234326,"CVAP",2022,0.440105789109599,0.54934726357032,"R",11,11,20418,59,62
25070,"D","Tom Keen","Keen","http://ballotpedia.org/Tom_Keen",35,"House",NA,"partisan_cross",0.922222222222222,90,83,423,7,4,2,2,NA,18,65574,37127,12372,6795,648,60,123158,0.532438006463242,0.301458289351889,0.100456324396304,0.0551730297666412,0.005748713035288,"CVAP",2022,0.491998084175532,0.492297243147131,"R",0,0,25070,78,42
19047,"R","Tom Leek","Leek","http://ballotpedia.org/Tom_Leek",28,"House",NA,"partisan_cross",0.99468085106383,188,187,853,1,108,0,0,32,NA,107063,9945,25831,3027,1062,30,147090,0.727874090692773,0.0676116663267387,0.175613569923176,0.0205792372017132,0.00742402610646543,"CVAP",2022,0.433969136813671,0.5520449979608,"R",12,12,19047,56,65
19925,"R","Tommy Gregory","Gregory","http://ballotpedia.org/Tommy_Gregory",72,"House",NA,"partisan_cross",0.995283018867924,212,211,913,1,28,5,0,28,NA,112986,13196,6776,3367,807,115,137436,0.822099013358945,0.0960155999883582,0.0493029482813819,0.0244986757472569,0.00670857708315143,"CVAP",2022,0.379031729528731,0.609407626152546,"R",23,23,19925,34,87
19954,"R","Tommy Wright","Wright","http://ballotpedia.org/Tom_Wright",8,"Senate",NA,"partisan_cross",0.987421383647799,159,157,1283,2,19,1,0,15,NA,320446,56728,47785,7251,3021,118,435856,0.735210711794721,0.130153078080834,0.109634833522998,0.0166362284791307,0.00720191990015051,"CVAP",2022,0.399391308112258,0.586428161525035,"R",19,19,19954,13,27
22722,"R","Traci Koster","Koster","http://ballotpedia.org/Traci_Koster",66,"House",NA,"partisan_cross",0.974226804123711,194,189,966,5,85,1,0,68,NA,83273,32319,9171,6034,582,4,131928,0.631200351706992,0.244974531562671,0.0695151901036929,0.0457370687041417,0.0044418167485295,"CVAP",2022,0.443862044144102,0.54164638999409,"R",10,10,22722,62,60
19218,"D","Tracie Davis","Davis","http://ballotpedia.org/Tracie_Davis",5,"Senate",NA,"partisan_cross",0.965217391304348,115,111,1086,4,72,21,10,NA,4,184359,29803,166598,12561,2608,249,397124,0.46423535218219,0.0750470885667953,0.4195112861474,0.0316299191184617,0.00719422648845197,"CVAP",2022,0.580196709915952,0.403426365538061,"D",18,-18,19218,34,7
14984,"R","Travis Hutson","Hutson","http://ballotpedia.org/Travis_Hutson",7,"Senate",NA,"partisan_cross",1,182,182,1312,0,275,0,0,1,NA,347864,30334,33970,10034,3109,169,425868,0.816835263508881,0.0712286436172711,0.0797665004179699,0.0235612912921375,0.00769722073506345,"CVAP",2022,0.343571966431828,0.643910896411505,"R",30,30,14984,5,36
19698,"R","Tyler Sirois","Sirois","http://ballotpedia.org/Tyler_Sirois",31,"House",NA,"partisan_cross",0.987068965517241,232,229,1035,3,171,10,0,53,NA,118747,10703,12199,3142,1118,138,146244,0.811978611088318,0.0731859084817155,0.0834153879817292,0.0214846421049752,0.00858838653209704,"CVAP",2022,0.365188128346011,0.618619188348612,"R",25,25,19698,31,89
23319,"R","Vicki Lopez","Lopez","http://ballotpedia.org/Vicki_Lopez",113,"House",NA,"partisan_cross",0.926315789473684,190,176,891,14,50,1,0,82,NA,21849,70440,3807,2372,321,15,99035,0.220618973090322,0.711263694653405,0.0384409552178523,0.0239511283889534,0.0033927399404251,"CVAP",2022,0.53990299890437,0.449164672384166,"D",9,-9,23319,88,36
14986,"D","Victor Torres","Torres","http://ballotpedia.org/Victor_Torres_(Florida)",25,"Senate",NA,"partisan_cross",0.958579881656805,169,162,1358,7,207,24,7,NA,6,113627,179287,35519,13347,1659,509,345508,0.32886937494935,0.518908389964921,0.102802250599118,0.0386300751357422,0.00627481852808039,"CVAP",2022,0.563702214552729,0.421923719377537,"D",14,-14,14986,31,10
22660,"R","Webster Barnaby","Barnaby","http://ballotpedia.org/Webster_Barnaby",29,"House",NA,"partisan_cross",0.991902834008097,247,245,1151,2,72,0,0,35,NA,84438,33280,13807,1691,685,64,134079,0.62976305014208,0.248211875088567,0.102976603345789,0.0126119675713572,0.00558625884739594,"CVAP",2022,0.43505146290806,0.550468479178791,"R",12,12,22660,57,66
19738,"R","Will Robinson","Robinson","http://ballotpedia.org/Will_Robinson",71,"House",NA,"partisan_cross",0.976744186046512,258,252,1120,6,40,2,0,65,NA,97815,16470,16224,1908,733,20,133268,0.733972146351712,0.123585556922892,0.121739652429691,0.0143170153375154,0.0056502686316295,"CVAP",2022,0.424595866065766,0.561723640093793,"R",14,14,19738,51,71
20836,"R","Wyman Duggan","Duggan","http://ballotpedia.org/Wyman_Duggan",12,"House",NA,"partisan_cross",0.990338164251208,207,205,972,2,100,1,0,40,NA,85642,13534,28734,5882,928,90,135171,0.633582647165442,0.100125026817883,0.212575182546552,0.0435152510523707,0.00753120121919643,"CVAP",2022,0.431886972582356,0.551398820759808,"R",12,12,20836,55,64
21887,"D","Yvonne Hayes Hinson","Hayes Hinson","http://ballotpedia.org/Yvonne_Hayes_Hinson",21,"House",NA,"partisan_cross",0.964102564102564,195,188,886,7,82,24,3,NA,11,72443,14363,39960,3255,1598,115,132177,0.548075686390219,0.108664896313277,0.302321886561202,0.0246260695885063,0.0129598946866701,"CVAP",2022,0.623974730685981,0.359262661266744,"D",26,-26,21887,102,19
